code	country	areacode	state	GMT	DST	DST_RANGE	GEOGRAPHIC DESCRIPTION	TZ_CODE
52	MEX	873		-6	Y	FSA-LSO	Anahuacrvg 	CST
52	MEX	877		-6	Y	FSA-LSO	Ciudad Acuqaepb 	CST
52	MEX	878		-6	Y	FSA-LSO	Jiménez, Coah. 	CST
52	MEX	891		-6	Y	FSA-LSO	Ciudad Camargo 	CST
52	MEX	892		-6	Y	FSA-LSO	Agualeguasmg 	CST
52	MEX	894		-6	Y	FSA-LSO	Anahuacsr 	CST
52	MEX	897		-6	Y	FSA-LSO	Arcabuzsmf 	CST
52	MEX	899		-6	Y	FSA-LSO	Reynosa, Tamps. 	CST
52	MEX	913		-6	Y	FSA-LSO	Cuauhtemocg 	CST
52	MEX	914		-6	Y	FSA-LSO	Ayapaqi 	CST
52	MEX	916		-6	Y	FSA-LSO	Catazajatkr 	CST
52	MEX	917		-6	Y	FSA-LSO	Chontalpa  Estacion Chontalpa s 	CST
52	MEX	918		-6	Y	FSA-LSO	Acacoyagua 	CST
52	MEX	919		-6	Y	FSA-LSO	Altamirano 	CST
52	MEX	921		-6	Y	FSA-LSO	Coatzacoalcos, Ver.wer 	CST
52	MEX	922		-6	Y	FSA-LSO	Chinameca, Ver.ewa 	CST
52	MEX	923		-6	Y	FSA-LSO	Agua Dulcen 	CST
52	MEX	924		-6	Y	FSA-LSO	24 De Febrerow 	CST
52	MEX	932		-6	Y	FSA-LSO	Ixtacomitanrid 	CST
52	MEX	933		-6	Y	FSA-LSO	Carlos Greene 1 Ra. Secciongep 	CST
52	MEX	934		-6	Y	FSA-LSO	Arena De Hidalgoe 	CST
52	MEX	936		-6	Y	FSA-LSO	Benito Juarez  San Carlos cfp 	CST
52	MEX	937		-6	Y	FSA-LSO	Cardenas 	CST
52	MEX	938		-6	Y	FSA-LSO	Ciudad del Carmen, Camp. 	CST
52	MEX	951		-6	Y	FSA-LSO	Oaxaca, Oax.p 	CST
52	MEX	953		-6	Y	FSA-LSO	Acatlan De Osoriotsb 	CST
52	MEX	954		-6	Y	FSA-LSO	Bajos De Chilad 	CST
52	MEX	958		-6	Y	FSA-LSO	Candelaria Loxichab 	CST
52	MEX	961		-6	Y	FSA-LSO	Tuxtla Gutiérrez, Chis.bp 	CST
52	MEX	962		-6	Y	FSA-LSO	Tapachula, Chis.uid 	CST
52	MEX	963		-6	Y	FSA-LSO	Chicomuselopj 	CST
52	MEX	964		-6	Y	FSA-LSO	Buenos Airesuwv 	CST
52	MEX	965		-6	Y	FSA-LSO	Cristobal Obregonhd 	CST
52	MEX	966		-6	Y	FSA-LSO	Arriagaeiy 	CST
52	MEX	967		-6	Y	FSA-LSO	Candelaria, Laq 	CST
52	MEX	968		-6	Y	FSA-LSO	Cintalapa De Figueroack 	CST
52	MEX	969		-6	Y	FSA-LSO	Campestre Flamboyanesref 	CST
52	MEX	971		-6	Y	FSA-LSO	Ixtepec, Oax.f 	CST
52	MEX	972		-6	Y	FSA-LSO	Barrio De La Soledad, El 	CST
52	MEX	981		-6	Y	FSA-LSO	Campeche, Camp.g 	CST
52	MEX	982		-6	Y	FSA-LSO	Candelaria 	CST
52	MEX	983		-6	Y	FSA-LSO	Chetumal, Q.Rooqzh 	CST
52	MEX	984		-6	Y	FSA-LSO	Akumalb 	CST
52	MEX	985		-6	Y	FSA-LSO	Chemaxj 	CST
52	MEX	986		-6	Y	FSA-LSO	Colonia Yucatane 	CST
52	MEX	987		-6	Y	FSA-LSO	Cozumelxmg 	CST
52	MEX	988		-6	Y	FSA-LSO	Acanceh 	CST
52	MEX	991		-6	Y	FSA-LSO	Bacaic 	CST
52	MEX	992		-6	Y	FSA-LSO	Benito Juarezwvz 	CST
52	MEX	993		-6	Y	FSA-LSO	Villahermosa, Tab.d 	CST
52	MEX	994		-6	Y	FSA-LSO	Cabeza De Torog 	CST
52	MEX	995		-6	Y	FSA-LSO	Camaron, El 	CST
52	MEX	996		-6	Y	FSA-LSO	Becalcu 	CST
52	MEX	997		-6	Y	FSA-LSO	Akilm 	CST
52	MEX	998		-6	Y	FSA-LSO	Cancún, Q.Roo 	CST
52	MEX	999		-6	Y	FSA-LSO	Mérida, Yuc.z 	CST
53	CUB	*		-5	N		Cuba	EST
54	ARG	*		-3	N		Argentina	ART
55	BRA	*		-3	Y	TSO-LSF	Brazil	BRT
56	CHL	*		-4	Y	SSO-SSM	Chile	CLT
57	COL	*		-5	N		Columbia	COT
58	VEN	*		-4	N		Venezuela	VET
60	MYS	*		+8	N		Malaysia	MYT
61	AUS	2	NS	+10	Y	FSO-LSM	New South Wales & Capitol	EST
61	AUS	3	VI	+10	Y	FSO-LSM	Victoria	EST
61	AUS	5		+10	Y	FSO-LSM	Prefix 5 nonexistant	EST
61	AUS	7	QL	+10	N		Queensland	EST
61	AUS	36	TA	+10	Y	FSO-LSM	Tasmania	EST
61	AUS	80	SA	+9.5	Y	FSO-LSM	Southern Australia	CST
61	AUS	81	SA	+9.5	Y	FSO-LSM	Southern Australia	CST
61	AUS	82	WA	+8	N	LSO-LSM	Western Australia	WST
61	AUS	83	SA	+9.5	Y	FSO-LSM	Southern Australia	CST
61	AUS	84	WA	+8	N	LSO-LSM	Western Australia	WST
61	AUS	85	SA	+9.5	Y	FSO-LSM	Southern Australia	CST
61	AUS	86	WA	+8	N	LSO-LSM	Western Australia	WST
61	AUS	88	SA	+9.5	Y	FSO-LSM	Southern Australia	CST
61	AUS	89	WA	+8	N	LSO-LSM	Western Australia	WST
61	AUS	889	NT	+9.5	N		Northern Territory	CST
61	AUS	4S	WA	+8	N		Mobile numbers Western Australia	WST
61	AUS	4S	NT	+9.5	N		Mobile numbers Northern Territory	CST
61	AUS	4S	SA	+9.5	Y	FSO-LSM	Mobile numbers South Australia	CST
61	AUS	4S	TA	+10	Y	FSO-LSM	Mobile numbers Tasmania	EST
61	AUS	4S	AC	+10	Y	FSO-LSM	Mobile numbers Capitol	EST
61	AUS	4S	NS	+10	Y	FSO-LSM	Mobile numbers New South Wales	EST
61	AUS	4S		+10	Y	FSO-LSM	Mobile numbers No State Given	EST
61	AUS	4S	QL	+10	Y		Mobile numbers Queensland	EST
61	AUS	4S	VI	+10	Y	FSO-LSM	Mobile numbers Victoria	EST
62	IDN	*		+7	N		Indonesia	WIB
63	PHL	*		+8	N		Philippines	PHT
64	NZL	*		+12	Y	FSO-TSM	New Zealand	NZST
65	SGP	*		+8	N		Singapore	SGT
66	THA	*		+7	N		Thailand	ICT
81	JPN	*		+9	N		Japan	JST
82	KOR	*		+9	N		Korea  South 	KST
84	VNM	*		+7	N		Vietnam	ICT
86	CHN	*		+8	N		China	CST
90	TUR	*		+2	Y	LSM-LSO	Turkey	EET
91	IND	*		+5.5	N		India	IST
92	PAK	*		+5	N		Pakistan	PKT
93	AFG	*		+4.5	N		Afghanistan	AFT
94	LKA	*		+5.5	N		Sri Lanka	IST
95	MMR	*		+6.5	N		Myanmar Burma 	MMT
98	IRN	*		+3.5	N		Iran	IRST
211	SSD	*		+3	N		South Sudan	EAT
212	MAR	*		0	N		Morocco	WET
213	DZA	*		+1	N		Algeria	CET
216	TN	*		+1	N		Tunisia	CET
218	LBY	*		+1	N		Libya	CET
220	GMB	*		0	N		Gambia	GMT
221	SEN	*		0	N		Senegal	GMT
222	MRT	*		0	N		Mauritania	GMT
223	MLI	*		0	N		Mali	GMT
224	GIN	*		0	N		Guinea	GMT
225	CIV	*		0	N		Cote d Ivorie Ivory Coast	GMT
226	BFA	*		0	N		Bukina Faso	GMT
227	NER	*		+1	N		Niger Republic	WAT
228	TGO	*		0	N		Togo	GMT
229	BEN	*		+1	N		Benin	WAT
230	MUS	*		+4	N		Mauritius	MUT
231	LBR	*		0	N		Liberia	GMT
232	SLE	*		0	N		Sierra Leone	GMT
233	GHA	*		0	N		Ghana	GMT
234	NGA	*		+1	N		Nigeria	WAT
235	TCD	*		+1	N		Chad	WAT
236	CAF	*		+1	N		Central African Republic	WAT
237	CMR	*		+1	N		Cameroon	WAT
238	CPV	*		-1	N		Cape Verde Islands	CVT
239	ST	*		0	N		São Tomé and Príncipe	GMT
240	GNQ	*		+1	N		Equatorial Guinea	WAT
241	GAB	*		+1	N		Gabon	WAT
242	COG	*		+1	N		Congo	WAT
243	COD	*		+1	N		Zaire Congo	WAT
244	AGO	*		+1	N		Angola	WAT
245	GNB	*		0	N		Guinea - Bissau	GMT
246	IO	*		+6	N		British Indian Ocean Territory	BST
247	AC	*		0	N		Ascension Island	GMT
248	SYC	*		+4	N		Seychelles	SCT
249	SDN	*		+3	N		Sudan	EAT
250	RWA	*		+2	N		Rwanda	CAT
251	ETH	*		+3	N		Ethiopia	EAT
252	SOM	*		+3	N		Somalia	EAT
253	DJI	*		+3	N		Djibouti	EAT
254	KEN	*		+3	N		Kenya	EAT
255	TZA	*		+3	N		Tanzania	EAT
256	UGA	*		+3	N		Uganda	EAT
257	BDI	*		+2	N		Burundi	CAT
258	MOZ	*		+2	N		Mozambique	CAT
260	ZMB	*		+2	N		Zambia	CAT
261	MDG	*		+3	N		Madagascar	EAT
262	YT	*		+3	N		Réunion and Mayotte	EAT
263	ZWE	*		+2	N		Zimbabwe	CAT
264	NAM	*		+2	Y	FSS-FSA	Namibia	CAT
265	MWI	*		+2	N		Malawi	CAT
266	LSO	*		+2	N		Lesotho	CAT
267	BWA	*		+2	N		Botswana	CAT
268	SWZ	*		+2	N		Swaziland	CAT
269	COM	*		+3	N		Comoros	EAT
290	SHN	*		0	N		St Helena	GMT
291	ERI	*		+3	N		Eritrea	EAT
297	ABW	*		-4	N		Aruba	AST
298	FRO	*		0	N		Faroe Islands	GMT
299	GRL	*		-1	Y	LSM-LSO	Greenland	EGT
349	ESP	*		+1	Y	LSM-LSO	Spain	CET
350	GIB	*		+1	Y	LSM-LSO	Gibraltar	CET
351	PRT	*		0	Y	LSM-LSO	Portugal	WET
352	LUX	*		+1	Y	LSM-LSO	Luxembourg	CET
353	IRL	*		0	Y	LSM-LSO	Ireland	IST
354	ISL	*		0	N		Iceland	GMT
355	ALB	*		+1	Y	LSM-LSO	Albania	CET
356	MLT	*		+1	Y	LSM-LSO	Malta	CET
357	CYP	*		+2	Y	LSM-LSO	Cyprus	EET
358	FIN	*		+2	Y	LSM-LSO	Finland	EET
359	BGR	*		+2	Y	LSM-LSO	Bulgaria	EET
370	LTU	*		+2	Y	LSM-LSO	Lithuania	EET
371	LVA	*		+2	Y	LSM-LSO	Latvia	EET
372	EST	*		+2	Y	LSM-LSO	Estonia	EET
373	MDA	*		+2	Y	LSM-LSO	Moldovia	EET
374	ARM	*		+4	Y	LSM-LSO	Armenia	AMT
375	BLR	*		+2	Y	LSM-LSO	Belarus	EET
376	AND	*		+1	Y	LSM-LSO	Andorra	CET
377	MCO	*		+1	Y	LSM-LSO	Monaco	CET
378	SMR	*		+1	Y	LSM-LSO	San Marino	CET
379	VA	*		+1	Y	LSM-LSO	Vatican City State	CET
380	UKR	*		+2	Y	LSM-LSO	Ukraine	EET
381	YUG	*		+1	Y	LSM-LSO	Yugoslavia	CET
382	ME	*		+1	Y	LSM-LSO	Montenegro	CET
385	HRV	*		+1	Y	LSM-LSO	Croatia	CET
386	SVN	*		+1	Y	LSM-LSO	Slovenia	CET
387	BIH	*		+1	Y	LSM-LSO	Bosnia Hercegovina	CET
389	MKD	*		+1	Y	LSM-LSO	Macedonia	CET
420	CZE	*		+1	Y	LSM-LSO	Czech Republic	CET
421	SVK	*		+1	Y	LSM-LSO	Slovakia	CET
423	LIE	*		+1	Y	LSM-LSO	Lichtenstein	CET
500	FLK	*		-4	Y	FSS-TSA	Falkland Islands	FKT
501	BLZ	*		-6	N		Belize	CST
502	GTM	*		-6	N		Guatemala	CST
503	SLV	*		-6	N		El Salvador	CST
504	HND	*		-6	N		Honduras	CST
505	NIC	*		-6	N		Nicaragua	CST
506	CRI	*		-6	N		Costa Rica	CST
507	PAN	*		-5	N		Panama	EST
508	PM	*		-3	Y	SSM-FSN	Saint Pierre and Miquelon	PMST
509	HTI	*		-5	N		Haiti	EST
590	GLP	*		-4	N		Guadeloupe	AST
591	BOL	*		-4	N		Bolivia	BOT
592	GUY	*		-4	N		Guyana	AST
593	ECU	*		-5	N		Ecuador	ECT
594	GUF	*		-3	N		French Guiana	GFT
595	PRY	*		-4	Y	SSO-SSM	Paraguay	PYT
596	MTQ	*		-4	N		Martinique	AST
597	SUR	*		-3	N		Suriname	SRT
598	URY	*		-3	Y	FSO-SSM	Uruguay	UYT
599	ANT	*		-4	N		Netherlands Antilles	AST
649	PCN	*		-8	N		Pitcain Island	PST
670	TMP	*		+9	N		East Timor	TLT
671	GUM	*		-10	N		Guam	GST
672	ATA	*		+8	N		Antarctic Aus Territory	CAST
672	CCK	*		+6.5	N		Cocos Island	CCT
672	CXR	*		+7	N		Christmas Island	CXT
673	BRN	*		+8	N		Brunei Darussalam	BNT
674	NRU	*		-12	N		Nauru	NRT
675	PNG	*		+10	N		Papua New Guinea	PGT
676	TON	*		+13	N		Tonga	TST
677	SLB	*		-11	N		Solomon Islands	SBT
678	VUT	*		-11	N		Vanuatu	VUT
679	FJI	*		+12	N		Fiji	FJT
680	PLW	*		+9	N		Palau	PWT
681	WLF	*		+12	N		Wallis and Futuna	WFT
682	COK	*		+10.5	N		Cook Islands	CKT
683	NUI	*		-11	n		Niue Island	NUT
684	ASM	*		-11	N		Samoa USA 	SST
685	WSM	*		-11	N		Samoa Western 	WST
686	KIR	*		+12	N		Kiribati	GILT
687	NCL	*		+11	N		New Caledonia	NCT
688	TUV	*		-12	N		Tuvalu	TVT
689	PYF	*		+9	N		French Polynesia	GAMT
690	TKL	*		-10	N		Tokelau	TKT
691	FSM	*		+11	N		Micronesia	PONT
692	MHL	*		+12	N		Marshall Islands	MHT
850	PRK	*		+9	N		Korea North 	KST
852	HKG	*		+8	N		Hong Kong	HKT
853	MAC	*		+8	N		Macao	CST
855	KHM	*		+7	N		Cambodia	ICT
856	LAO	*		+7	N		Laos	ICT
880	BGD	*		+6	N		Bangladesh	BST
886	TWN	*		+8	N		Taiwan	CST
960	MDV	*		+5	N		Maldives	MVT
961	LBN	*		+2	Y	LSM-LSO	Lebanon	EET
962	JOR	*		+2	Y	LSM-LSO	Jordan	EET
963	SYR	*		+2	Y	LSM-LSO	Syria	EET
964	IRQ	*		+3	Y	FDA-FDO	Iraq	AST
965	KWT	*		+3	N		Kuwait	AST
966	SAU	*		+3	N		Saudi Arabia	AST
967	YEM	*		+3	N		Yemen	AST
968	OMN	*		+4	N		Oman	GST
970	PS	*		+2	Y	LFM-TSS	Palestine	IST
971	ARE	*		+4	N		United Arab Emirates	GST
972	ISR	*		+2	Y	LFM-TSS	Israel	IST
973	BHR	*		+3	N		Bahrain	AST
974	QAT	*		+3	N		Qatar	AST
975	BTN	*		+6	N		Bhutan	BTT
976	MNG	*		+8	N		Mongolia	ULAT
977	NPL	*		+5.75	N		Nepal	NPT
992	TJK	*		+5	N		Tajikistan	TJT
993	TKM	*		+5	N		Turkmenistan	TMT
994	AZE	*		+1	Y	LSM-LSO	Azerbaijan	AZT
995	GEO	*		+4	N		Georgia	GET
996	KG	*		+5	N		Kyrgyz Republic	UZT
998	UZB	*		+5	N		Uzbekistan	UZT
